Rk	name	category	team	R1	R2	R3	R4	R5	R6	R7	R8	R9	Total	Avg	Stdev
572	Leah del Fiero		Swing 2	78	73	71	72	74	—	74	73	—	515	73.57	2.06
573	Ratul Hasan	ESL, EFL	JUDO A 💻	74	71	65	70	70	—	—	72	73	495	70.71	2.71
574	Elizabeth Li		Stanford D	78	80	81	79	79	80	—	—	—	477	79.50	0.96
575	Alex Zhang		Cornell B	76	79	75	78	75	75	—	—	—	458	76.33	1.60
576	Jess Fenger		ETH A	77	75	74	75	76	77	—	—	—	454	75.67	1.11
577	Jeff Quipit	ESL	MSU-GSC A 💻	79	75	76	77	72	72	—	—	—	451	75.17	2.54
578	Joash Dalimbang	ESL	MSU-GSC A 💻	78	75	76	76	71	72	—	—	—	448	74.67	2.43
579	Kira Ann Waldhalm		Middlebury SW	74	77	74	—	—	—	74	74	73	446	74.33	1.25
580	Cleo Shaw		Middlebury SS	69	75	77	78	—	—	74	72	—	445	74.17	3.02
581	Larasati Sekar	ESL, EFL	Brawijaya A	72	73	73	76	74	75	—	—	—	443	73.83	1.34
582	Fabiano Youdi Pascalis Salettia	ESL, EFL	MSU MSU	—	—	—	77	69	64	74	68	71	423	70.50	4.19
583	Ichiko	ESL, EFL	MSU MSU	—	—	—	77	70	63	73	67	70	420	70.00	4.40
584	Đỗ Khang	ESL	FPT A	74	55	63	68	75	71	—	—	—	406	67.67	6.92
585	Ifat Rahman Maruf	ESL, EFL	KUET A 💻	78	73	74	76	73	—	—	—	—	374	74.80	1.94
586	Shahriar Kabir Rahat	ESL, EFL	KUET A 💻	77	73	74	75	74	—	—	—	—	373	74.60	1.36
587	Danushan		APIIT A 💻	73	68	71	70	73	—	—	—	—	355	71.00	1.90
588=	Tomoaki Sano	ESL, EFL	Tokyo C	75	73	—	—	—	—	69	63	73	353	70.60	4.27
588=	Lathurshana		APIIT A 💻	74	68	70	68	73	—	—	—	—	353	70.60	2.50
590	Jesenia Parthasarathy		UChicago E	77	77	77	73	—	—	—	—	—	304	76.00	1.73
591	Tuong Nguyen		Swing 2	75	73	71	—	—	—	73	—	—	292	73.00	1.41
592	Speaker 2		Swing 3	—	—	—	72	75	—	73	64	—	284	71.00	4.18
593	Speaker 1		Swing 3	—	—	—	73	72	—	73	64	—	282	70.50	3.77
594	Anika Khanna		UChicago E	76	77	76	—	—	—	—	—	—	229	76.33	0.47
595	Andrea		FPT A	—	—	—	—	—	—	78	76	—	154	77.00	1.00
596	Steven Siawan	ESL	XU A 💻	73	70	—	—	—	—	—	—	—	143	71.50	1.50
597	Lucy Du		Swing 2	—	—	—	—	—	—	—	75	—	75	75.00	0.00
598	James Cachola	ESL	XU A 💻	74	—	—	—	—	—	—	—	—	74	74.00	0.00
599=	Elena Price Fernández	ESL, EFL	UPC A	—	—	—	—	—	—	—	—	—	—	—	—
599=	Álvaro Vallejo		UPC A	—	—	—	—	—	—	—	—	—	—	—	—
599=	Sneha Verma		Ramaiah A 💻	—	—	—	—	—	—	—	—	—	—	—	—
599=	Alva		Ramaiah A 💻	—	—	—	—	—	—	—	—	—	—	—	—
